sortie_id,source_front_image,paired_back_candidate_by_rule,paired_back_reviewed,report_date,unit,squadron,aircraft_type,aircraft_count,base,target,time_up,time_over_target,time_down,route_note,observation_point,special_remarks,confidence
82BS_1944-10-21,IMG_3523.JPG,IMG_3524.JPG,no,1944-10-21,12th Bombardment Group (M),82nd Squadron,12 Mitchells,12,Fenny,"Enemy troop concentration at Vital Corner, Burma (U-205844)",0815,0953,1045,"Mission from Fenny against Vital Corner under good weather, with 3/10 to 4/10 cumulus and unlimited visibility. Map references include Arakan 1:1,000,000 and Kennedy Peak 2-inch series.",U-205844; U 198844; U 205839; U 192860; U 169850; U 206849,"Bomb load carried: 144 x 250-lb GP fused 1/10 nose and 1/40 tail. Bombs dropped on target: all. Ammunition expended: 605 rounds .50 calibre, test fired. Both boxes bombed on course 104 degrees at 183 IAS from 11,850 feet indicated with 300-foot interval. Results state the pattern began at U 198844, crossed both sections of the road, and ended at U 205839, with hits observed on both sections of road. Opposition and casualties were nil. Photo aircraft listed were 31 with K-3B (3 shots), 49 with K-24 (17 shots), 39 with K-24 (12 shots), and 38 with K-17 (5 shots). Observations include a large pillar of dark gray smoke rising to 1000 feet at U 192860, four M/T headed west at U 169850, and two M/T headed south at U 206849. Route weather notes 4/10 to 5/10 cumulus toward the Chin Hills with base about 500 feet and tops around 2000 feet, with clouds mainly in valleys. Rule-linked candidate IMG_3524.JPG has not yet been reviewed.",high for front-page extraction
82BS_1944-10-21_B,IMG_3553.JPG,IMG_3554.JPG,no,1944-10-21,"12th Bombardment Group (M), U.S.A.A.F.",82nd Squadron,12 Mitchells,12,Fenny,"Primary target at Kennedy Peak was covered; mission instead bombed enemy stores area at Kalewa, Burma (23 12N, 94 18E)",1415,1532,1635,"Target weather at Kalewa was 3/10 cumulus with 5000-foot base, unlimited visibility, and good general weather. Narrative states the primary at Kennedy Peak was cloud covered, so the formation attacked Kalewa instead. Pattern struck at RU 828683 and carried through RU 818688.",Kalewa 23 12N 94 18E; RU 828683; RU 818688; Kalewa Point; Kalewa runway,"Bombs carried: 120 x 250-lb GP with 1/10 nose fuse and 1/40 tail fuse plus 24 x 250-lb M124 long-delay bombs. Bombs dropped: all. Ammunition expended: 460 rounds .50 calibre, noted as test fire. Both boxes bombed on course 300 degrees at 190 IAS from 4000 feet indicated with 300-foot interval. Results state the pattern struck at RU 828683 and carried through RU 818688, with about eight bombs landing in the water. Nil opposition and casualties were recorded on the visible front. Photo aircraft listed were aircraft 42 with K-3B (5 photos), 47 with K-17 (6 photos), and 34 with K-24 (10 photos). Observations include a medium-sized burning boat about 200 yards north of Kalewa Point drifting crossways in the middle of the river, a wrecked truck or aircraft on the west side of Kalewa runway, and Kalewa runway obstructed with small piles or mounds of logs. Rule-linked candidate IMG_3554.JPG has not yet been reviewed.",medium-high for front-page extraction
81BS_1944-10-22,IMG_3546.JPG,IMG_3547.JPG,no,1944-10-22,12th Bombardment Group (M),81st Squadron,"12 B-25s (4 J's, 7 H's, 1 G)",12,Feni,"Natmauk railroad bridge no. 162 at PU 7875, elevation 600 feet; alternate: any railroad bridge on the Pyinmana-Kyaukpadaung rail line",0910,1127 first box / 1129 second box,1310,"Escort line records 12 P-38s. The sortie attacked Natmauk bridge under good weather with 2/10 stratocumulus, 5000-foot base, and 10-12 mile visibility. Aircraft 29 turned back due to engine trouble at 1018 at 21 31N, 93 16E, jettisoned its bombs safe at 1026 at 21 45N, 92 58E, and landed back at Feni at 1130.",Natmauk PU 7875; 21 31N 93 16E; 21 45N 92 58E; PU 778625; PP 450291; PU 908285,"The bridge was reported undamaged and serviceable upon arrival. Bombs carried on takeoff: 40 x 1000-lb Comp. B with 1/10 nose and 1/40 tail fuzing. Bombs dropped on target: 37 x 1000-lb; due to a malfunction, the bombs in aircraft 27 did not release at the proper time and were salvoed in the target area, with the pattern striking the village on the north side of the river. The first box bombed at 1127 from true altitude 4400 feet on a course of 356 degrees at IAS 185; the pattern started short of the bridge on the western side and carried into the river about the center of the bridge, with two bombs apparently striking the left-center support. The second box bombed at 1129 from true altitude 4000 feet on a heading of 0 degrees at IAS 185; the bombs were likewise short and carried to the west-center portion of the bridge, with one strike near enough to the center span to have caused damage. Ammunition expended: 465 rounds .50 cal. Results state the center span appeared to be sagging slightly though the bridge was still standing, and some damage was thought accomplished. Casualties nil. Photographs of the target were taken from fixed K-24 cameras in aircraft 23, 27, and 20 and from flexible K-20 cameras in aircraft 12 and 25. Leaflets dropped after bombs were away included 12,000 SB/15, 10,000 SB/17, 2500 SBN/4, and 10,000 pilots-warning leaflets. About 40 M/T were seen on the road at PU 778625, 20 to 30 rail cars were seen at Kyaukpadaung railhead PP 450291, and rolling stock was reported all along the rail line from Taungdwingyi at PU 908285 north to Kyaukpadaung. A radio operator also heard what he thought were B-24s under fighter attack and one aircraft requesting information on whether it could land on an island, but the location was unknown. Rule-linked candidate IMG_3547.JPG was reviewed directly and is a separate 83rd Bomb Squadron front rather than the reverse of IMG_3546.JPG.",high for front-page extraction
82BS_1944-10-22_B,IMG_3549.JPG,IMG_3550.JPG,no,1944-10-22,12th Bombardment Group (M),82nd Squadron,13 Mitchells,13,Fenny,"Bomb railroad bridge north of Taungdwingyi, Burma at PU 8833",0900,1120 first box / 1123 second box,1305,"Mission from Fenny against the railroad bridge north of Taungdwingyi under good weather with 2/10 to 4/10 cumulus, 3500-foot base, and good visibility. Route weather on the return matched outbound conditions, with 3/10 cumulus to the Chin Hills and 3/10 to 4/10 cumulus over the hills.",PU 8833; 20 16N 95 26E (PU 7960); 20 40N 94 46E (PP 0410),"Bombs carried: 44 x 1000-lb Comp. B with 1/10 nose fuse and 1/40 tail fuse. Bombs on target: 40. Bombs lost in crash of aircraft 44: 4. Ammunition expended: 504 rounds .50 calibre, test fired. First-box bombing was on course 52 degrees at 175 IAS from 5000 feet with 30-foot interval; second-box course 90 degrees at 190 IAS from 5400 feet with 30-foot interval. Results state the first-box pattern, bombing on leader, struck 300 feet short of the bridge; the second-box pattern, also on leader, struck about 150 feet east of the bridge. Opposition nil. A/C 44 crashed at 0905 with complete loss of crew and plane, noted as about two miles southwest of Fenny town. Photo aircraft included 30 with K-24 (14 shots), 31 with K-3B (3 shots), 49 with K-17 (7 shots), and 39 with K-24 (10 shots) plus K-20 (5 shots). Observations note eight rail cars at 20 16N, 95 26E (PU 7960) at 1125 and 20-30 small boats at 1053 at 20 40N, 94 46E (PP 0410). Rule-linked candidate IMG_3550.JPG has not yet been reviewed.",high for front-page extraction
83BS_1944-10-22,IMG_3547.JPG,IMG_3548.JPG,no,1944-10-22,12th Bombardment Group (M),83rd Bomb Squadron,12 Mitchell B-25s,12,"Fenny A/D, India","Bombing bridges on Ye-U - Kin-U road at SR 2420, SR 1819, and SR 1420",0930,1102,1252,"Route was direct from Fenny to target and direct return to base. Weather from base to hills was 4/10 to 6/10 cumulus with 2500-foot base and 8000-foot tops; over hills 4/10 to 6/10 cumulus to 16,000; in the valley 1/10 to 3/10 scattered cumulus with 3000-foot base and 4000-foot tops; target area clear.",SR 2420; SR 1819; SR 1420; SR 2221; SR 1924; 23 04N 94 05E,"Bomb load carried: 144 x 250-lb GP fused 1/10 nose and 1/40 tail. Bombs on target: 144 x 250-lb GP. Bombing interval 20 feet. Bombing courses were listed by element as 70 degrees, 240 degrees, 35 degrees, and 230 degrees. Speed 190 MPH; altitude 4500 feet. Ammunition expended: 720 rounds .50 cal. Results state the first element bombed the bridge at SR 2420 and its pattern extended across the bridge, destroying the east end. The second element attacked the bridge at SR 1819, with its pattern extending over and south of the bridge. The third element did not sight the bridge at SR 2420 and instead attacked the bridge at SR 2221, its pattern falling over and west of the bridge. The fourth element attacked the bridge at SR 2420, its bombs falling over and east of the target. Leaflets dropped at SR 1924 included 10,000 CBA/31, 7,500 SBN/4, 5,000 SJN/9, 40,000 SB/17, and 9,000 SB/15. Opposition and casualties were nil. Photo aircraft for the first box were 58 and 57; for the second box 54, 56, and 64. Observations note the Ye-U road bridge was half in the water, there was no canal or bridge visible at SR 1420, built-up dikes and gates were seen at SR 2716 apparently controlling Shwebo Canal irrigation, a metal-roofed building probable to be a factory stood at the west edge of Kin-U, 12 rail cars were noticed at Kin-U, and one small boat was observed at 23 04N, 94 05E. Rule-linked candidate IMG_3548.JPG has not yet been reviewed.",high for front-page extraction
434BS_1944-10-23,IMG_3539.JPG,IMG_3540.JPG,no,1944-10-23,12th Bombardment Group (M),434th Squadron,12 B-25s,12,Comilla,"Primary: rail bridge #351 near Bawgyo, Burma; alternate: rail bridge #321 near Kyaukme, Burma; weather alternate: Area #1 (billets and headquarters), Monywa",0900,1101-1110,1325,"All planes took off from 0900 to 0905, flew to the target on a course of 98 degrees, and returned to base on 278 degrees. Plane 75 developed engine trouble at 1135 at 22 57N, 95 53E and landed at Tamu, Burma at 1300 with its starboard engine unserviceable; the crew was reported OK and was being taken to Imphal by light plane that afternoon. Target weather was listed as cumulus 3/10 to 5/10 with 5000-foot base, 10-mile visibility, and excellent general weather.",Bawgyo; Kyaukme; Monywa; 22 57N 95 53E; Tamu,"Bomb load carried: 80 x 500-lb M-64 GP with 1/10-second nose and 1/40-second tail fuzing. All bombs were dropped in the target area. Ammunition expended: 558 rounds .50 cal estimated test fire. Bomb run was on a heading roughly 125-150 degrees from 8250 feet indicated at IAS 180 with 20-foot interval setting and pattern bombing on box leaders. Results state the first-box pattern straddled the bridge on either side, probably knocking one span out of line. The second-box pattern landed at either end of the bridge causing no damage, with six bombs falling 300 yards southwest of the bridge. Opposition consisted of 6-10 bursts of accurate heavy AA on the bomb run, with flashes seen from one gun located just west of three small shacks about 25 yards west of the stream. Casualties were nil. Photos were taken on bomb-run statistics by aircraft 70, 74, 83, 85, and 86. 44,000 x SB/9 propaganda leaflets were dropped by plane 87 in the target area. Observations record five M/T near Monfeng heading north at 22 38N, 96 48E at 1054 and two M/T on the Keduma-Uyin road at 22 55N, 95 15E at 1030. Rule-linked candidate IMG_3540.JPG has not yet been reviewed.",high for front-page extraction
82BS_1944-10-23_A,IMG_3535.JPG,IMG_3536.JPG,no,1944-10-23,12th Bombardment Group (M),82nd Squadron,12 Mitchells,12,Fenny,"Road bridge at Hsipaw, Burma (22 37N, 97 17E), ST 2115",0857,1043,1245,"Mission from Fenny against the Hsipaw road bridge under good target weather: 3/10 cumulus, base 3000 feet, tops 4000 feet, visibility good, general weather good. Map references include Arakan and Mandalay 1:1,000,000, NF 47/1 1:500,000, and 93 F quarter-inch sheets.",Hsipaw 22 37N 97 17E; ST 2115; SR 3601; SR 6904; SW 4705,"Bomb load carried: 74 x 500-lb GP with 1/10 nose and 1/40 tail fusing. Bombs dropped: 68. Bombs returned: 6 after aircraft 38 went back early because of mechanical failure. Ammunition expended: 450 rounds .50 calibre, test fired. First-box bombing course was 6 degrees at 177 IAS from 9000 feet indicated; second-box course 5 degrees at 180 IAS from 9200 feet indicated, with interval settings of 40 feet for lead aircraft and 20 feet for wing aircraft. Leaflets dropped: 1 bundle SJN/9 (2500 copies), 3 bundles SJ/43 (30,000 copies), and 1 bundle SB/17 (4000 copies). Results state the second-box pattern struck just left of the southeast approach to the bridge and carried through one-half to two-thirds of the bridge, with at least one hit on the first span. The first-box pattern fell in a field northwest of the bridge but still scored about 20 hits on road or bridge. Small-arms fire was reported from the Shwebo area at SR 3601; casualties nil. Photo aircraft included 30 with K-24 (6 shots), 48 with K-17 (5 shots), and 49 with K-24 (14 shots). Observations note a 150-foot boat with superstructure docked at SR 6904 at 1017; a boat or barge about one-quarter the length of the Hsipaw bridge docked parallel to its southeast side; and an airfield at SW 4705 northeast of Shwebo in good condition, with five or more unidentified silver aircraft parked among trees off the field. Rule-linked candidate IMG_3536.JPG has not yet been reviewed.",high for front-page extraction
82BS_1944-10-23_B,IMG_3537.JPG,IMG_3538.JPG,no,1944-10-23,12th Bombardment Group (M),82nd Bomb Squadron,12 Mitchell B-25s,12,"Fenny A/D, India","Bomb railroad bridge #433, 7 miles northeast of Hsipaw, Burma",0830,1050,1245,"Route note states direct to target and direct return to base. Weather from base to hills was 2/10 to 3/10 cumulus with 3000-foot bases and 5000-foot tops; over hills 6/10 cumulus from hilltops to 8000 feet; in the valley 4/10 cumulus with bases 2500 and tops 9000; over the hills again 6/10 cumulus up to 12,000; target area 2/10 cumulus with 3000-foot bases and 12,000-foot tops, with Chin Hills built up to 12,000 on return.",Bridge #433 northeast of Hsipaw; 22 52N 95 38E; 22 56N 94 28E; ST 2915; 23 05N 92 20E,"Bomb load carried: 84 x 500-lb GP fused 1/10 nose and 1/40 tail. Bombs on target: 68 x 500-lb GP. Bombs jettisoned: 8 x 500-lb GP, with plane 64 salvoing its bombs 400 feet southwest of the target because of electrical or mechanical failure. Bombs brought back: 8 x 500-lb GP. Bombing interval was 40 feet for lead ships and 20 feet for wing planes; bombing course 350 degrees; speed 190 MPH; altitude 9000 feet. Ammunition expended: 650 rounds .50 cal. Results state the first-box pattern fell over and west of the bridge and the second-box pattern straddled the south end of the bridge. 70,000 SJ/43 leaflets were dropped at 22 52N, 95 38E. Opposition consisted of three heavy anti-aircraft guns accurate for altitude and course, firing about 15 bursts; two guns were located at the north end of the bridge and one at the south end, with additional ground fire from the bridge area and from ST 2915. Plane 51 received eight holes in its left wing and one in the left side of the fuselage, and plane 56 received one hole in its left nacelle and two holes in the nose. Casualties were nil. Photo aircraft for the first box were 57 and 54; for the second box 61, 55, and 64. Observations include one 75-foot boat and two small boats stationary by the east bank of the Chindwin River at 22 56N, 94 28E at 1145. Remarks state plane 60 turned back to base at 23 05N, 92 20E due to a bad right engine. Rule-linked candidate IMG_3538.JPG has not yet been reviewed.",high for front-page extraction
434BS_1944-10-24,IMG_3556.JPG,IMG_3557.JPG,no,1944-10-24,12th Bombardment Group (M),434th Squadron,12 B-25s,12,Comilla,"Primary: Maymyo railway yards and sheds, Burma; alternate: rail yards and troops billets (#3 area), Monywa, Burma",0835,1115-1120,1252,"Mission launched in two six-plane boxes. Aircraft 83, 85, and 88 returned about 10 minutes after takeoff because of mechanical trouble in lead aircraft 83, landing 0846 with all bombs. Remaining aircraft flew toward the primary on heading 101 degrees, diverted to the alternate when Maymyo weather was bad on a heading of 268 degrees, and returned to base on heading 290 degrees. Bomb run at Monywa was on 160 degrees from 8300 feet indicated at 185 IAS with 225-foot interval setting, pattern bombing on formation leader.",Maymyo; Monywa; near Alon,"Target weather on the front reads cumulus 8-9/10 with 6000-foot base, tops 11000, 10-mile visibility, general weather very good. Bomb load carried on takeoff: 82 x 500-lb M-64 GP fused 1/10 nose and 1/40 tail. Of the 62 bombs that reached the target area after early returns, 56 were dropped in the target area, 6 were salvoed unarmed 150 yards south of target but were seen to explode, and 20 bombs were brought back to base. Ammunition expended: 572 rounds .50 cal estimated test fire. Results state all but six of the 62 bombs carried to the target fell in the assigned area just west of, and not including, the railroad yards; direct hits were observed on many buildings and a large fire with heavy black smoke followed the flames. Opposition: moderate inaccurate light AA from Monywa town with white bursts and moderate inaccurate heavy AA; meager inaccurate heavy AA from near Alon. Casualties nil. Photos were taken on bomb-run statistics by aircraft 72, 77, 84, and 86. 20,000 SB/17 propaganda leaflets were dropped in the target area. Heavy billowing black smoke was seen rising to 6000 feet from the town as formation left the area, likely from another squadron's attack.",high for front-page extraction
81BS_1944-10-24,IMG_3559.JPG,IMG_3560.JPG,no,1944-10-24,"12th Bombardment Group (M), U.S.A.A.F.",81st Squadron,"11 B-25s (6 H's, 4 J's, 1 G)",11,FENI,"Maymyo military area, LG 0172, elevation 3357 feet; alternate target: Monywa PK-5184 (military stores) and area",0845,1112 first box / 1114 second box,1225,"Primary Maymyo target was not attacked and the alternate at Monywa was bombed instead. First box bombed at 1112 from true altitude about 8500 feet on course 180 degrees at IAS 197 to 200; pattern started at the edge of the target and carried directly across with about 90% of bombs in the target area. Second box bombed at 1114; its pattern started just to the right of the first-box pattern and carried directly across the target, with a few bombs falling into the river. Course, altitude, and speed were stated to be the same for the second box.",22 30N 93 25E; 22 32N 94 10E; 22 43N 91 20E; 22 55N 91 58E; 22 31N 94 25E; 22 15N 96 00E; Monywa / Irrawaddy River,"OpRep 139. Leading aircraft was #21. Weather: strato-cumulus 2/10, cloud base 6000 feet, visibility unlimited, general weather excellent. Map references: quarter-inch sheets 93 B and 84 N plus aerial mosaic of Monywa and Maymyo. Front states target was undamaged on arrival. Bombs carried on takeoff: 74 x 500-lb GP with 1/10 nose and 1/40 tail fusing; bombs dropped on target: 54 x 500. Due to malfunctions, several aircraft salvoed bombs: aircraft 10 salvoed safe at 22 30N, 93 25E, turned back at 0957 at 22 32N, 94 10E, and landed at 1050; aircraft 17 salvoed armed at 22 43N, 91 20E, turned back at 22 55N, 91 58E at 0920, and landed at 1000; aircraft 23 salvoed at 22 31N, 94 25E at 1134 and continued with the formation. The narrative attributes the malfunctions to engine trouble in aircraft 10, a faulty turret in aircraft 17, and faulty bomb release in aircraft 23. Leaflets dropped: SJ/43 20,000 and SJN/10 2,500. Ammunition expended: 365 rounds .50 calibre. Results note no fires or smoke visible on leaving target, but one bomb was seen to hit next to a large building and it was felt this building was damaged. Opposition: flashes from six anti-aircraft batteries; by the report's identification these appear to match Japanese AA defence numbers 4 and 5 at the target and numbers 1 and 2 on the southwest side of the river. Heavy AA was seen to the left of target; otherwise flak was light, moderate, and inaccurate. Casualties nil. Photographs were obtained with K-24 cameras from aircraft 20, 23, and 27 and from a K-20 camera in aircraft 12. Observation: one river boat about 200 feet long was seen traveling north on the Irrawaddy River at 22 15N, 96 00E under full draft.",medium-high for front-page extraction
83BS_1944-10-24,IMG_3558.JPG,IMG_3559.JPG,no,1944-10-24,12th Bombardment Group (M),83rd Bomb Squadron,12 Mitchell B-25s,12,"Fenny A/D, India","Bomb military barracks area at Maymyo, Burma; primary target was overcast and alternate Monywa, Burma, was bombed instead",0851,1115,1240,"Route given explicitly: Base to 22 15N, 96 00E to 22 09N, 96 20E to Maymyo to rally point at 22 30N, 96 13E to Monywa; return from target direct to base. Primary Maymyo barracks target was overcast, so the formation bombed alternate Monywa. First-box bombing course was 175 degrees at 200 MPH from 8900 feet indicated; second-box course 182 degrees at 180 MPH from 9700 feet indicated, both with 200-foot interval.",22 15N 96 00E; 22 09N 96 20E; 22 30N 96 13E; 22 10N 96 00E; 22 22N 95 45E; LF 3497; 22 08N 96 10E; Chindwin River,"Weather: base to hills 4-6/10 cumulus with 1500-foot base and 4000-foot tops; over hills 4/10 cumulus from hilltops up to 11000; valley scattered 2/10 cumulus with 3000-foot base and 5000-foot tops; Maymyo area 10/10 cumulus to 12000; target area 4/10 cumulus with 3000-foot base and 5000-foot tops. Bomb load carried and on target: 82 x 500-lb GP fused 1/10 nose and 1/40 tail. Ammunition expended: 730 rounds .50 cal. Results: first-box pattern began at northeast corner of briefed target area and extended through the target to the southwest, with some bombs falling beyond; a large explosion with fire and black smoke rising to 5000 feet came from the center of the target area. Second-box pattern started about the center of the briefed target area, ran through the target, and stopped about 400 feet south of the briefed area. Opposition: inaccurate 20 or 40 mm light AA from five positions, including PK 5286, PK 5287, PK 515830, and two positions on the west bank of the Chindwin opposite the target; about twenty bursts, low and behind. Casualties nil. Photos: aircraft 66 and 59 for the first box; 57, 55, and 60 for the second. Observations: a tug pulling two barges northward and a river boat heading south on the Chindwin a few hundred yards north of the target at 1115; a stationary 40-foot boat on the Irrawaddy at 22 10N, 96 00E at 1100; seven stationary trucks at 22 22N, 95 45E at 1020; twelve rail cars at LF 3497; and a road leading to a dam at 22 08N, 96 10E.",high for front-page extraction
82BS_1944-10-25,IMG_3570.JPG,IMG_3571.JPG,yes,1944-10-25,12th Bombardment Group (M),82nd Squadron,12 Mitchells,12,Fenny,"Me River by-pass bridge, Burma (21 59N 96 40E; BG 1667)",0900,,1200,"Target weather was poor with 10/10 stratus around 8500 feet, but the formation continued to the Me River by-pass bridge and attacked in two boxes from right to left. Two aircraft turned back early because of engine trouble, and the continuation sheet notes the bridge remained open to traffic after the strike.",21 59N 96 40E; bridge open to traffic,"Bombs carried: 80 x 500-lb GP. Bombs dropped: 74. Bombs returned: 6. First-box bombing course 300 degrees at 188 IAS from 5000 feet; second-box course 326 degrees at 178 IAS from 5000 feet; interval 300 feet. Results state the first-box pattern began about fifty yards beyond the target and carried through it, while the second-box pattern also crossed the bridge area. Continuation page IMG_3571.JPG was reviewed and notes one aircraft landing back at 1013 and another at 0958. Confidence note: date, target, overall attack data, and backside linkage are clear; some wording and figures remain approximate because the front is low-legibility.","medium; front and backside reviewed, with some low-legibility figures still approximate"
82BS_1944-10-26,IMG_3578.JPG,IMG_3579.JPG,no,1944-10-26,12th Bombardment Group (M),82nd Squadron,12 Mitchells,12,Fenny,"Stores area at Taungup, Burma (18 51N, 94 14E)",0755,,1258,"Formation bombed the stores area at Taungup in two boxes. One aircraft was delayed on takeoff and another dropped out early, but the remaining formation carried the incendiary attack through the target area.",Taungup 18 51N 94 14E,"Bombs carried: 132 x 100-lb M47 incendiaries. Bombs dropped: 108. Bombs returned: 24. Ammunition expended: 365 rounds .50 calibre, test fired. First-box bombing course 295 degrees at 178 IAS from 8500 feet; second-box course 290 degrees at 185 IAS from 8700 feet; interval 300 feet. Results note the first-box pattern began east of the target and carried across the northeastern end, with four direct hits observed on one large building and explosions on the southwest edge; the second-box pattern fell along the northeastern end and two fires were started. Opposition was light AA, accurate for height but generally below the formation. Rule-linked candidate IMG_3579.JPG has not yet been reviewed. Confidence note: date, target, bomb load, and bombing data are legible on the front, while base and squadron are inferred from the form sequence and squadron code.","medium; target and bombing fields legible, with base/squadron inferred from sequence"
UNK_1944-10-29_AIRRADAR,IMG_3591.JPG,IMG_3592.JPG,yes,1944-10-29,12th Bombardment Group (M),Squadron unread on late-month scan,B-25 formation,12,Comilla,"Primary: erase Japanese air radar, Burma",0805,,1245,"One aircraft returned at 0940 because of generator trouble. The formation continued from Comilla under 2-4/10 cumulus with a 5000-foot base and good visibility, reached the target area around midday, and the continuation sheet records substantial blast and fragmentation effects in the target area.",Japanese air-radar target area,"Late-month front IMG_3591 and backside IMG_3592 were both reviewed. Bombing data visible on the front shows two box attacks at about 1200 and 1208, roughly on courses 290 and 280 degrees at about 185 and 180 IAS from around 12,000 feet. Backside notes mention one plane returned to base because of generator trouble and describe the target area as badly fragmented by the strike. The squadron line at the top of the scan remains unread, so only group-level attribution is certain.","low-medium; date, base, target type, timing window, and backside linkage are clear, but some top-line identifiers are too faint"
UNK_1944-10-29_BR201,IMG_3595.JPG,IMG_3596.JPG,yes,1944-10-29,12th Bombardment Group (M),Squadron unread on late-month scan,B-25 formation,11,Fenny,"Rail bridge #201, LV-9205, Paukton, Burma",0925,,1215,Weather was good with scattered to broken cumulus and a 2000-foot base. One aircraft turned back at 0952 because of engine trouble and the remaining formation attacked the bridge target from low-medium bombing altitude.,Paukton LV-9205; 22 29N 95 31E; 22 29N 96 57E,"Front and continuation sheet were both reviewed. Visible attack data shows 60 x 100-lb bombs carried, 50 dropped, and bombing on about 105 degrees at roughly 165 MPH from about 5000 feet. Results on the front and back state the pattern straddled the bridge, one span was seen to be destroyed, and the strike was considered almost a direct hit. Photos were taken from fixed K-24 cameras in aircraft 23, 22, and 26 and by aircraft 29. Observations on the reverse mention road and rail traffic, including a cable bridge area and movement near coordinates visible as 22 29N 95 31E and 22 29N 96 57E. Squadron line is too degraded to read confidently.","medium; target, date, timing, bridge result, and backside linkage are clear, but some labels and coordinates remain approximate"
UNK_1944-10-30_BR433,IMG_3603.JPG,IMG_3604.JPG,no,1944-10-30,12th Bombardment Group (M),Squadron unread on late-month scan,11 B-25s,11,Fenny,"Railroad bridge #433, JU-6505, Pyinmana, Burma; alternate #2 bridge at Pyinmana",0740,,1215,"Formation departed Fenny under overcast conditions at base, climbed through hills, and attacked the Pyinmana bridge target despite one aircraft returning with mechanical trouble and another losing a bomb rack. The attack came in two boxes and one burst of heavy flak struck the lead aircraft.",12 miles east of Pyinmana; 21 20N 95 47E; JU-6505,"Date and target line are legible on the front, with good attack detail. Bombs carried: 82 x 500-lb GP with 1/10 and 1/40 fusing. Bombs dropped: 70. Bombs returned: 12 after one aircraft came back with an unsafe release and another jettisoned because of rack trouble. First and second box bombing courses appear around 135 and 150 degrees at about 180 IAS from 8200-8250 feet with 20-foot interval setting. Results say the first-box pattern straddled the bridge, probably knocking one span out of line, while the second-box pattern hit at either end with limited damage. Opposition was moderate inaccurate heavy AA, with one accurate burst hitting the lead aircraft and damaging a bomb-bay hydraulic line. Rule-linked IMG_3604 is itself another front page, so it has not been treated as a reviewed backside.","medium; date, target, bomb totals, and result are legible, while squadron line and some wording remain unread"
UNK_1944-10-30_BR44,IMG_3605.JPG,IMG_3606.JPG,no,1944-10-30,12th Bombardment Group (M),Squadron unread on late-month scan,12 bombers,12,Fenny,"Railroad bridge #44, ES-5279, Kyun, Burma",0835,,1205,"Mission from Fenny went direct to bridge target and returned after a two-box attack. Weather at the target was fair with about 4/10 cloud and good visibility, and both bomb-box patterns were reported to have crossed the bridge area.",ES-5279; 19 37N 97 17E; LF-2629; PP-0815,"Visible attack data on the front shows 80 x 500-lb GP carried and 80 dropped, with 465 rounds .50 calibre test fired. Both boxes bombed on leader, roughly on course 176 degrees at about 167 and 176 IAS from about 4000 feet, with 20-foot intervals on the lead ship and 11-18 foot settings on wing aircraft. Results state both patterns bombed on the leader and that a direct hit on the bridge was observed, leaving a section dangling. Observations list camouflaged trees and boats near LF-2629 and traffic or boat activity near PP-0815. Rule-linked IMG_3606 has not been reviewed.","medium; target, timing, bomb load, and bridge result are readable, though some top-line identifiers are faint"
81BS_1944-10-25_KALEMYO,IMG_3613.JPG,IMG_3614.JPG,no,1944-10-25,12th Bombardment Group (M),81st Squadron,9 B-25s,9,Fenny,"Primary: enemy stores point B at Kalemyo, Burma; alternate: H.S. special area at Kalewa, Burma",0857,,1240,"Mission from Fenny bombed the assigned Kalemyo stores objective after climbing over the hills, with Kalewa retained as the alternate. The target line on the front also notes Fort White and enemy stores point markings, but the sortie reads as a Kalemyo-area stores strike.",Fort White RU 2371; enemy stores point at RU 2273; Kalemyo; Kalewa,"Front page is legible enough to confirm 81st Squadron, 25 October 1944, 9 B-25s, and a Fenny-based strike. The page records general weather as fair and includes bombing data for the attacked objective, but some of the target-line wording is faint. This row preserves the confirmed front-page identity and target geography pending a fuller hand transcription.","medium; confirmed missed front, but some target-line wording remains faint"
82BS_1944-10-25_KALEWA,IMG_3614.JPG,IMG_3615.JPG,no,1944-10-25,12th Bombardment Group (M),82nd Squadron,12 B-25s,12,Fenny,"Stores area about 1200 yards running along the Kalewa-Myittha River, Burma",0845,1018-1150,1250,"Mission from Fenny attacked a stores area running along the Kalewa-Myittha River. The front page records four bombing flights or elements across the same target area, with patterns carrying through the bridge or riverbank objective.",Kalewa; Myittha River; RU-831684; RU-824689; RU-807268; RU-812686,"Bombs carried: 264 x 100-lb GP, instantaneous nose, 1/40 tail. Bombs dropped: 263. One bomb hung up in aircraft 31. Ammunition expended: 580 rounds .50 cal. Visible bombing lines show multiple courses between roughly 255 and 307 degrees from 178-190 IAS with 300-foot intervals and times from 1018 through 1150. Photos were taken by aircraft 31, 46, 39, 57, and 50.",medium; confirmed missed front with major attack data legible
